CLOCK
# Station ID    Delay (usec)    Rate (sec/sec)
Ax              +0.0975
Gl              -0.6982
Mg              -0.2755
Mm              0.4010
Nn              12.7525
# Kt : covered by per-scan clock breaks in clocks_KT_e23e19.vex and (for b2/b3/b4) a v2d deltaClock
# Lm : covered by per-scan clock breaks in clocks_LMT_e23e19.vex and (for b2/b3/b4) a v2d deltaClock
